ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
282	English	eye	41	eye	ai	ai	706	1098	
283	French	eye	41	œil	œj	œ j	706	461	
284	German	eye	41	Auge	augə	au g ə	706	948	
285	Hawaiian	eye	41	maka	maka	m a k a	710	981	
286	Navajo	eye	41	'anáá'	naːʔ	n aː ʔ	709	649	
287	Turkish	eye	41	göz	gøz	g ø z	707	1028	
288	Albanian	fall	42	bie	bie	b i e	223	485	
289	English	fall	42	falls	fɔl	f ɔ l	220	692	
290	French	fall	42	tombe	tɔ̃be	t ɔ̃ b e	-221	238	
291	German	fall	42	fällt	fal	f a l	220	692	
292	Hawaiian	fall	42	hina	hina	h i n a	226	401	
293	Navajo	fall	42	naashtƚíísh	naːtˡiːʃ	n aː tˡ iː ʃ	224	3	
294	Turkish	fall	42	düşüyor	dyʃ	d y ʃ	222	219	
295	Albanian	far	43	larg	larg	l a r g	-191	519	
296	English	far	43	far	fɑr	f ɑ r	188	1039	
297	French	far	43	loin	lwɛ̃	l w ɛ̃	189	827	
298	German	far	43	fern	fern	f e r n	188	2	
299	Hawaiian	far	43	mamao	mamao	m a m a o	193	480	
300	Navajo	far	43	nízahgóó	nizah	n i z a h	192	271	
301	Turkish	far	43	uzak	uzak	u z a k	190	85	
302	Albanian	father	44	babë	babə	b a b ə	-107	620	
303	English	father	44	father	fɑðər	f ɑ ð ə r	106	1003	
304	French	father	44	père	pɛr	p ɛ r	106	1038	
305	German	father	44	Vater	faːtər	f aː t ə r	106	1003	
306	Hawaiian	father	44	makua kāne	makuakaːne	m a k u a k aː n e	109	21	
307	Navajo	father	44	'ataa'	taːʔ	t aː ʔ	108	869	
308	Turkish	father	44	baba	baba	b a b a	107	620	
309	Albanian	feather	45	pendë	pend	p e n d	748	460	
310	English	feather	45	feather	fɛðər	f ɛ ð ə r	745	714	
311	French	feather	45	plume	plym	p l y m	746	184	
312	German	feather	45	Feder	feːdər	f eː d ə r	745	714	
313	Hawaiian	feather	45	hulu	hulu	h u l u	750	491	
314	Navajo	feather	45	'at'a'	tˀaʔ	tˀ a ʔ	749	807	
315	Turkish	feather	45	tüy	tyj	t y j	747	793	
316	Albanian	few	46	pak	pak	p a k	-741	899	
317	English	few	46	few	fju	f j u	741	707	
318	French	few	46	peu de	pø	p ø	741	712	
319	German	few	46	wenige	veːnig	v eː n i g	740	1322	
320	Hawaiian	few	46	kaka`ikahi	kakaʔikahi	k a k a ʔ i k a h i	744	143	
321	Navajo	few	46	t'áá díkwíí	dikwiː	d i k w iː	743	716	
322	Turkish	few	46	az	az	a z	742	163	
323	Albanian	fight	47	lufton	lufto	l u f t o	-736	201	
324	English	fight	47	fights	fait	f ai t	734	766	
325	French	fight	47	bat	bat	b a t	733	1116	
326	German	fight	47	kämpft	kamp͡f	k a m p͡f	-732	42	
327	Hawaiian	fight	47	hakakā	hakakaː	h a k a k aː	739	745	
328	Navajo	fight	47	'ahishgą́	ʔahigã́	ʔ a h i g ã́	737	896	
329	Turkish	fight	47	dövüşüyor	døvyʃ	d ø v y ʃ	735	854	
330	Albanian	fire	48	zjarr	zjarː	z j a rː	782	953	
331	English	fire	48	fire	faiər	f ai ə r	779	971	
332	French	fire	48	feu	fø	f ø	780	671	
333	German	fire	48	Feuer	foiər	f oi ə r	779	971	
334	Hawaiian	fire	48	ahi	ahi	a h i	785	170	
335	Navajo	fire	48	kǫ'	kõʔ	k õ ʔ	783	345	
336	Turkish	fire	48	ateş	ateʃ	a t e ʃ	-781	1238	
337	Albanian	fish	49	peshk	peʃk	p e ʃ k	-353	444	
338	English	fish	49	fish	fɪʃ	f ɪ ʃ	353	858	
339	French	fish	49	poisson	pwasɔ̃	p w a s ɔ̃	353	1249	
340	German	fish	49	Fisch	fiʃ	f i ʃ	353	858	
341	Hawaiian	fish	49	i`a	iʔa	i ʔ a	356	1031	
342	Navajo	fish	49	ƚóó'	ɬoːʔ	ɬ oː ʔ	355	1095	
343	Turkish	fish	49	balık	balɯk	b a l ɯ k	354	1234	
344	Albanian	five	50	pesë	pesə	p e s ə	201	224	
345	English	five	50	five	faiv	f ai v	201	478	
346	French	five	50	cinq	sɛ̃k	s ɛ̃ k	201	223	
347	German	five	50	fünf	fynf	f y n f	201	674	
348	Hawaiian	five	50	lima	lima	l i m a	204	611	
349	Navajo	five	50	'ashdla'	ʔaʃdˡaʔ	ʔ a ʃ dˡ a ʔ	203	1027	
350	Turkish	five	50	beş	beʃ	b e ʃ	202	54	
351	Albanian	flow	51	rrjedh	rːeð	rː e ð	1177	1082	
352	English	flow	51	flows	flo	f l o	1174	862	
353	French	flow	51	coule	kule	k u l e	1175	404	
354	German	flow	51	fließt	fliːs	f l iː s	1174	482	
355	Hawaiian	flow	51	kahe	kahe	k a h e	1180	109	
356	Navajo	flow	51	yígeeh	jigeːh	j i g eː h	1178	889	
357	Turkish	flow	51	akıyor	ak	a k	1176	806	
358	Albanian	flower	52	lule	lul	l u l	-423	1235	
359	English	flower	52	flower	flauər	f l au ə r	-421	908	
360	French	flower	52	fleur	flœr	f l œ r	421	990	
361	German	flower	52	Blume	bluːm	b l uː m	421	729	
362	Hawaiian	flower	52	pua	pua	p u a	425	35	
363	Navajo	flower	52	ch'ilátah hózhóón	ʧˀilaytah	ʧˀ i l ay t a h	424	432	
364	Turkish	flower	52	çiçek	ʧiʧek	ʧ i ʧ e k	422	595	
365	Albanian	fly	53	fluturon	fluturo	f l u t u r o	844	1307	
366	English	fly	53	flies	flai	f l ai	841	1232	
367	French	fly	53	vole	vɔle	v ɔ l e	842	925	
368	German	fly	53	fliegt	fliːg	f l iː g	841	1020	
369	Hawaiian	fly	53	lele	lele	l e l e	846	890	
370	Navajo	fly	53	yit'ah	jitˀah	j i tˀ a h	845	383	
371	Turkish	fly	53	uçuyor	uʧ	u ʧ	843	93	
372	Albanian	fog	54	mjegull	mjeguł	m j e g u ł	470	206	
373	English	fog	54	fog	fɑg	f ɑ g	-468	655	
374	French	fog	54	brouillard	brujar	b r u j a r	-467	541	
375	German	fog	54	Nebel	neːbəl	n eː b ə l	466	673	
376	Hawaiian	fog	54	`ohu	ʔohu	ʔ o h u	472	589	
377	Navajo	fog	54	'áhí	ayhi	ay h i	471	102	
378	Turkish	fog	54	sis	sis	s i s	469	431	
379	Albanian	foot	55	këmbë	kəmb	k ə m b	-229	53	
380	English	foot	55	foot	fʊt	f ʊ t	227	366	
381	French	foot	55	pied	pje	p j e	227	1188	
382	German	foot	55	Fuß	fuːs	f uː s	227	252	
383	Hawaiian	foot	55	wāwae	waːwae	w aː w a e	231	209	
384	Navajo	foot	55	'akee'	keːʔ	k eː ʔ	230	95	
385	Turkish	foot	55	ayak	ajak	a j a k	228	721	
386	Albanian	four	56	katër	katər	k a t ə r	20	1211	
387	English	four	56	four	fɔr	f ɔ r	20	530	
388	French	four	56	quatre	katr	k a t r	20	1211	
389	German	four	56	vier	fiːr	f iː r	20	530	
390	Hawaiian	four	56	hā	haː	h aː	23	367	
391	Navajo	four	56	dį́į́'	dĩːʔ	d ĩː ʔ	22	489	
392	Turkish	four	56	dört	dørt	d ø r t	21	387	
393	Albanian	freeze	57	ngrin	ngri	n g r i	376	1088	
394	English	freeze	57	freezes	friz	f r i z	373	672	
395	French	freeze	57	gèle	ʒɛle	ʒ ɛ l e	374	207	
396	German	freeze	57	friert	friːr	f r iː r	373	672	
397	Hawaiian	freeze	57	ho`opa`a i ka hau	hoʔopaʔa	h o ʔ o p a ʔ a	378	513	
398	Navajo	freeze	57	yishtin	jiʃtin	j i ʃ t i n	377	232	
399	Turkish	freeze	57	donuyor	don	d o n	375	352	
400	Albanian	fruit	58	pemë	pem	p e m	-1102	470	
401	English	fruit	58	fruit	frut	f r u t	-1100	801	
402	French	fruit	58	fruit	frɥi	f r ɥ i	1100	946	
403	German	fruit	58	Frucht	fruxt	f r u x t	-1100	801	
404	Hawaiian	fruit	58	hua	hua	h u a	1104	607	
405	Navajo	fruit	58	bineest'ą'	bineːstˀãʔ	b i n eː s tˀ ã ʔ	1103	287	
406	Turkish	fruit	58	meyva	mejva	m e j v a	-1101	880	
407	Albanian	full	59	plotë	plot	p l o t	503	33	
408	English	full	59	full	fʊl	f ʊ l	503	769	
409	French	full	59	plein	plɛn	p l ɛ n	503	215	
410	German	full	59	voll	fol	f o l	503	769	
411	Hawaiian	full	59	piha	piha	p i h a	506	718	
412	Navajo	full	59	hadeezbin	hadibin	h a d i b i n	505	1007	
413	Turkish	full	59	dolu	dolu	d o l u	504	944	
414	Albanian	give	60	jep	jep	j e p	936	1233	
415	English	give	60	gives	gɪv	g ɪ v	-933	385	
416	French	give	60	donne	dɔne	d ɔ n e	934	1126	
417	German	give	60	gibt	geːb	g eː b	933	600	
418	Hawaiian	give	60	hā`awi	haːʔawi	h aː ʔ a w i	938	1102	
419	Navajo	give	60	nish'aah	niʔaːh	n i ʔ aː h	937	935	
420	Turkish	give	60	veriyor	ver	v e r	935	1312	
421	Albanian	go	61	shkon	ʃko	ʃ k o	62	348	
422	English	go	61	goes	go	g o	59	1300	
423	French	go	61	va	v	v	60	155	
424	German	go	61	geht	geː	g eː	59	365	
425	Hawaiian	go	61	hele	hele	h e l e	65	626	
426	Navajo	go	61	yíghááh	jiɣaːh	j i ɣ aː h	63	344	
427	Turkish	go	61	yürüyor	jyry	j y r y	61	1158	
428	Albanian	good	62	mirë	mir	m i r	-170	675	
