ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
66	Berawan (Long Terawan)	leg/foot	4	366	gimaʔ	g i m a ʔ	1456	
67	Moken	leg/foot	4	199	pakaʔ	p a k a ʔ	1456	
68	Moken	leg/foot	4	290	kakaj	k a k a j	1456	
69	Hanunoo	leg/foot	4	1797	raparapa	r a p a r a p a	1456	
70	Wuna	leg/foot	4	290	gʰagʰe	gʰ a gʰ e	1456	
71	Tetum	leg/foot	4	290	ain	a i n	1456	
72	Mailu	leg/foot	4	1936	au	a u	1456	
73	Tsou	leg/foot	4	2099	ruru	r u r u	283	
74	Nias	leg/foot	4	290	ahe	a h e	1456	
75	Central Amis	leg/foot	4	290	waqaj	w a q a j	1456	
76	Chamorro	leg/foot	4	2517	adːeŋ	a dː e ŋ	1456	
77	Banoni	leg/foot	4	2602	rapinːa	r a p i nː a	603	
78	Singhi	leg/foot	4	2744	peun	p e u n	1456	
79	Banggi	leg/foot	4	290	uei	u e i	1456	
80	Maloh	to walk	5	563	lambaʔ	l a m b a ʔ	1315	
81	Merina (Malagasy)	to walk	5	1054	mandéha	m a n d é h a	1044	
82	Palauan	to walk	5	212	merael	m e r a e l	127	
83	Tunjung	to walk	5	212	calan	c a l a n	1315	
84	Bare'e	to walk	5	99	linja	l i n j a	1315	
85	Iban	to walk	5	212	jalai	j a l a i	1315	
86	Berawan (Long Terawan)	to walk	5	57	lakaw	l a k a w	1315	
87	Moken	to walk	5	57	lakaw	l a k a w	1315	
88	Hanunoo	to walk	5	57	lumakaw	l u m a k a w	1315	
89	Wuna	to walk	5	362	nokala	n o k a l a	1315	
90	Tetum	to walk	5	57	laʔo	l a ʔ o	1315	
91	Mailu	to walk	5	1937	baebae	b a e b a e	1315	
92	Tsou	to walk	5	2100	coeconʉ	c o e c o n ʉ	1367	
93	Nias	to walk	5	416	fanõ	f a n õ	1315	
94	Central Amis	to walk	5	690	lumakat	l u m a k a t	1315	
95	Central Amis	to walk	5	690	rumakat	r u m a k a t	1315	
96	Chamorro	to walk	5	57	lahu	l a h u	1315	
97	Singhi	to walk	5	416	ponu	p o n u	1315	
98	Banggi	to walk	5	416	empaːno	e m p aː n o	1315	
99	Maloh	road/path	6	95	dalan	d a l a n	1048	
100	Merina (Malagasy)	road/path	6	95	lalana	l a l a n a	1048	
101	Thao	road/path	6	95	saran	s a r a n	1048	
102	Palauan	road/path	6	95	rael	r a e l	1048	
103	Tunjung	road/path	6	95	loroŋ	l o r o ŋ	1467	
104	Bare'e	road/path	6	95	jaja	j a j a	1048	
105	Iban	road/path	6	95	jalai	j a l a i	1048	
106	Berawan (Long Terawan)	road/path	6	95	ilan	i l a n	1048	
107	Hanunoo	road/path	6	95	dalan	d a l a n	1048	
108	Wuna	road/path	6	95	sala	s a l a	1048	
109	Tetum	road/path	6	95	dalan	d a l a n	1048	
110	Mailu	road/path	6	1938	laea	l a e a	1048	
111	Tsou	road/path	6	95	ceonʉ	c e o n ʉ	1048	
112	Nias	road/path	6	95	lala	l a l a	1048	
113	Central Amis	road/path	6	95	lalan	l a l a n	1048	
114	Chamorro	road/path	6	95	cʰalan	cʰ a l a n	1048	
115	Banoni	road/path	6	95	sanana	s a n a n a	1048	
116	Singhi	road/path	6	95	aran	a r a n	1048	
117	Maloh	to come	7	1001	mondok	m o n d o k	1136	
118	Merina (Malagasy)	to come	7	154	avj	a v j	1363	
119	Merina (Malagasy)	to come	7	1055	toŋa	t o ŋ a	870	
120	Thao	to come	7	1162	munaj	m u n a j	1218	
121	Palauan	to come	7	719	méi	m é i	1218	
122	Tunjung	to come	7	1402	moːt	m oː t	1218	
123	Bare'e	to come	7	719	maʔi	m a ʔ i	1218	
124	Iban	to come	7	-561	datai	d a t a i	1218	
125	Berawan (Long Terawan)	to come	7	1631	liʔ	l i ʔ	782	
126	Moken	to come	7	1703	ŋadin	ŋ a d i n	59	
127	Hanunoo	to come	7	1798	balik	b a l i k	782	
128	Wuna	to come	7	719	mai	m a i	1218	
129	Tetum	to come	7	719	mai	m a i	1218	
130	Mailu	to come	7	-719	ai	a i	1218	
131	Tsou	to come	7	3	oh	o h	1218	
132	Tsou	to come	7	3	uso	u s o	1218	
133	Nias	to come	7	719	mõi	m õ i	1218	
134	Central Amis	to come	7	2334	tajni	t a j n i	1218	
135	Singhi	to come	7	2745	nug	n u g	1136	
136	Banggi	to come	7	2845	miaːtaŋ	m i aː t a ŋ	1218	
137	Maloh	to turn	8	1002	lempaŋ	l e m p a ŋ	1084	
138	Merina (Malagasy)	to turn	8	-367	vilj	v i l j	1390	
139	Thao	to turn	8	1163	taushuqish	t a u s h u q i s h	700	
140	Palauan	to turn	8	1255	meŋesoim	m e ŋ e s o i m	13	
141	Tunjung	to turn	8	1403	nencaŋ	n e n c a ŋ	1141	
142	Bare'e	to turn	8	591	gili	g i l i	1390	
143	Iban	to turn	8	431	bilok	b i l o k	1390	
144	Berawan (Long Terawan)	to turn	8	1632	ŋəlibiʔ	ŋ ə l i b i ʔ	192	
145	Moken	to turn	8	1704	nʲiliək	nʲ i l i ə k	1390	
146	Hanunoo	to turn	8	1799	simaŋ	s i m a ŋ	1084	
147	Wuna	to turn	8	1860	nobelo	n o b e l o	1390	
148	Tetum	to turn	8	-367	filas	f i l a s	1390	
149	Tetum	to turn	8	-367	fila	f i l a	1390	
150	Tetum	to turn	8	-367	faur	f a u r	1390	
151	Tsou	to turn	8	2101	miunu	m i u n u	1014	
152	Central Amis	to turn	8	2335	maliwuŋ	m a l i w u ŋ	584	
153	Banoni	to turn	8	2603	beruː	b e r uː	69	
154	Banoni	to turn	8	2604	vegom	v e g o m	1419	
155	Singhi	to turn	8	2746	kus	k u s	291	
156	Maloh	to swim	9	-311	arananaŋ	a r a n a n a ŋ	1373	
157	Merina (Malagasy)	to swim	9	543	lomano	l o m a n o	1373	
158	Merina (Malagasy)	to swim	9	1056	milomano	m i l o m a n o	1373	
159	Thao	to swim	9	1164	mrauz	m r a u z	897	
160	Palauan	to swim	9	1256	meŋedub	m e ŋ e d u b	1373	
161	Tunjung	to swim	9	543	karaŋoj	k a r a ŋ o j	674	
162	Bare'e	to swim	9	543	naŋu	n a ŋ u	1373	
163	Iban	to swim	9	1558	njemerai	n j e m e r a i	149	
164	Berawan (Long Terawan)	to swim	9	543	pəloŋoj	p ə l o ŋ o j	203	
165	Moken	to swim	9	543	naŋoj	n a ŋ o j	1373	
166	Hanunoo	to swim	9	543	lumaŋuj	l u m a ŋ u j	1373	
167	Wuna	to swim	9	543	leni	l e n i	1373	
168	Tetum	to swim	9	543	nani	n a n i	1373	
169	Mailu	to swim	9	540	loroloro	l o r o l o r o	821	
170	Mailu	to swim	9	540	rolorolo	r o l o r o l o	1129	
171	Tsou	to swim	9	543	euhuŋzu	e u h u ŋ z u	1051	
172	Nias	to swim	9	543	molaŋi	m o l a ŋ i	1373	
173	Central Amis	to swim	9	543	laŋuj	l a ŋ u j	1373	
174	Central Amis	to swim	9	543	milaŋuj	m i l a ŋ u j	1373	
175	Chamorro	to swim	9	543	naŋunʲaŋu	n a ŋ u nʲ a ŋ u	1373	
176	Banoni	to swim	9	789	suː	s uː	741	
177	Singhi	to swim	9	543	naŋuj	n a ŋ u j	1373	
178	Merina (Malagasy)	dirty	10	242	maloto	m a l o t o	1506	
179	Thao	dirty	10	1165	marisrisin	m a r i s r i s i n	1506	
180	Palauan	dirty	10	1257	idokel	i d o k e l	157	
181	Tunjung	dirty	10	242	marotaʔ	m a r o t a ʔ	1506	
182	Bare'e	dirty	10	1485	sapa	s a p a	1506	
183	Iban	dirty	10	667	kamah	k a m a h	1506	
184	Berawan (Long Terawan)	dirty	10	1633	labih	l a b i h	1506	
185	Moken	dirty	10	1705	caʔiək	c a ʔ i ə k	1506	
186	Hanunoo	dirty	10	423	majagtiŋ	m a j a g t i ŋ	1506	
187	Hanunoo	dirty	10	423	maʔuriŋ	m a ʔ u r i ŋ	1506	
188	Wuna	dirty	10	785	noraku	n o r a k u	1506	
189	Tetum	dirty	10	1882	kfur	k f u r	1506	
190	Tetum	dirty	10	1883	karebo	k a r e b o	493	
191	Mailu	dirty	10	335	milomilo	m i l o m i l o	170	
192	Tsou	dirty	10	79	cai	c a i	1506	
193	Tsou	dirty	10	79	caʔi	c a ʔ i	1506	
194	Nias	dirty	10	-401	moŋdaʔi	m o ŋ d a ʔ i	998	
195	Central Amis	dirty	10	2336	maacek	m a a c e k	1506	
196	Central Amis	dirty	10	2337	makalit	m a k a l i t	1506	
197	Chamorro	dirty	10	2518	hoplat	h o p l a t	1230	
198	Banoni	dirty	10	2605	kiːpi	k iː p i	1506	
199	Singhi	dirty	10	2747	kais	k a i s	1506	
200	Singhi	dirty	10	2748	sirida	s i r i d a	189	
201	Banggi	dirty	10	567	damak	d a m a k	1506	
202	Merina (Malagasy)	dust	11	1057	vovoka	v o v o k a	466	
203	Bare'e	dust	11	182	awu	a w u	1417	
204	Iban	dust	11	703	abu	a b u	1417	
205	Iban	dust	11	182	apok	a p o k	1417	
206	Berawan (Long Terawan)	dust	11	182	apoʔ	a p o ʔ	1417	
207	Moken	dust	11	703	kaboj	k a b o j	1417	
208	Hanunoo	dust	11	182	gabuk	g a b u k	1417	
209	Hanunoo	dust	11	182	pukapuk	p u k a p u k	1417	
210	Tetum	dust	11	-182	rai#ahun	r a i # a h u n	1417	
211	Mailu	dust	11	1939	veve	v e v e	1461	
212	Central Amis	dust	11	2338	taʔfod	t a ʔ f o d	545	
213	Banoni	dust	11	2606	ramuta	r a m u t a	1417	
214	Singhi	dust	11	182	abux	a b u x	1417	
215	Singhi	dust	11	182	sapok	s a p o k	1417	
216	Banggi	dust	11	-182	auː	a uː	1417	
217	Maloh	skin	12	216	kulit	k u l i t	1336	
218	Merina (Malagasy)	skin	12	-216	hoditra	h o d i t r a	1336	
219	Thao	skin	12	1166	shapa	s h a p a	70	
220	Palauan	skin	12	1258	budél	b u d é l	1336	
221	Tunjung	skin	12	216	kulit	k u l i t	1336	
222	Bare'e	skin	12	1486	pela	p e l a	1336	
223	Iban	skin	12	216	kulit	k u l i t	1336	
224	Berawan (Long Terawan)	skin	12	216	kulaiʔ	k u l a i ʔ	1336	
225	Moken	skin	12	1706	bulaŋ	b u l a ŋ	1336	
226	Hanunoo	skin	12	428	tarip	t a r i p	1336	
227	Hanunoo	skin	12	1800	lukub	l u k u b	1336	
228	Wuna	skin	12	216	kuli	k u l i	1336	
229	Tetum	skin	12	216	kulit	k u l i t	1336	
230	Mailu	skin	12	768	opi	o p i	1252	
231	Tsou	skin	12	2102	snʉ́fʉ	s n ʉ́ f ʉ	758	
232	Nias	skin	12	216	uli	u l i	1336	
233	Central Amis	skin	12	835	faŋes	f a ŋ e s	1336	
234	Central Amis	skin	12	835	faŋes	f a ŋ e s	1336	
235	Chamorro	skin	12	2519	lasːas	l a sː a s	1336	
236	Banoni	skin	12	2607	kabunu	k a b u n u	1252	
237	Singhi	skin	12	216	kurit	k u r i t	1336	
238	Banggi	skin	12	-216	kubal	k u b a l	1336	
239	Maloh	back	13	838	balakaŋ	b a l a k a ŋ	1009	
240	Thao	back	13	832	rikus	r i k u s	1257	
241	Palauan	back	13	1259	uulk	u u l k	1257	
242	Tunjung	back	13	621	puŋuŋ	p u ŋ u ŋ	612	
243	Bare'e	back	13	832	taliku	t a l i k u	1257	
244	Iban	back	13	838	belakaŋ	b e l a k a ŋ	1009	
245	Berawan (Long Terawan)	back	13	832	likon	l i k o n	1257	
246	Moken	back	13	832	lekoːt	l e k oː t	1257	
247	Hanunoo	back	13	1801	daju	d a j u	647	
248	Tetum	back	13	111	kotːuk	k o tː u k	1202	
249	Mailu	back	13	-157	deniabo	d e n i a b o	345	
250	Mailu	back	13	1940	doe	d o e	582	
251	Tsou	back	13	348	fʔuhu	f ʔ u h u	969	
252	Nias	back	13	2229	hulu	h u l u	969	
253	Central Amis	back	13	2339	kulur	k u l u r	969	
254	Central Amis	back	13	2340	koror	k o r o r	969	
255	Banoni	back	13	2608	tsugʰi	t s u gʰ i	647	
256	Singhi	back	13	2749	dug	d u g	21	
257	Maloh	belly	14	146	bataŋ	b a t a ŋ	1495	
258	Merina (Malagasy)	belly	14	1058	kibo	k i b o	1495	
259	Thao	belly	14	17	tiaz	t i a z	1495	
260	Palauan	belly	14	-17	diil	d i i l	1495	
261	Tunjung	belly	14	1404	naiʔ	n a i ʔ	1495	
262	Bare'e	belly	14	249	kompo	k o m p o	1018	
263	Iban	belly	14	840	perut	p e r u t	1495	
264	Berawan (Long Terawan)	belly	14	17	tijan	t i j a n	1495	
265	Moken	belly	14	1707	lakeʔ	l a k e ʔ	1495	
266	Hanunoo	belly	14	17	tijan	t i j a n	1495	
267	Wuna	belly	14	76	tagʰi	t a gʰ i	1495	
268	Tetum	belly	14	-249	kabun	k a b u n	1495	
269	Mailu	belly	14	1941	amara	a m a r a	323	
270	Tsou	belly	14	2103	bʉeo	b ʉ e o	938	
271	Nias	belly	14	2230	talu	t a l u	1495	
272	Central Amis	belly	14	17	tial	t i a l	1495	
273	Central Amis	belly	14	17	tial	t i a l	1495	
274	Chamorro	belly	14	17	tujan	t u j a n	1495	
275	Banoni	belly	14	-674	kobi	k o b i	104	
276	Singhi	belly	14	17	tain	t a i n	1495	
277	Banggi	belly	14	17	tiagn	t i a g n	1495	
278	Maloh	bone	15	644	tulaŋ	t u l a ŋ	1319	
279	Merina (Malagasy)	bone	15	644	taolana	t a o l a n a	1319	
280	Thao	bone	15	1167	puqu	p u q u	1319	
281	Palauan	bone	15	1260	cʰiuis	cʰ i u i s	1033	
282	Tunjung	bone	15	1405	lah	l a h	1319	
283	Bare'e	bone	15	475	wuku	w u k u	1319	
284	Iban	bone	15	644	tulaŋ	t u l a ŋ	1319	
285	Berawan (Long Terawan)	bone	15	644	tulaŋ	t u l a ŋ	1319	
286	Moken	bone	15	644	kəlaːn	k ə l aː n	1319	
287	Hanunoo	bone	15	128	butʔul	b u t ʔ u l	1319	
288	Wuna	bone	15	475	buku	b u k u	1319	
289	Tetum	bone	15	778	ruʔin	r u ʔ i n	1319	
290	Mailu	bone	15	1942	kisa	k i s a	350	
291	Tsou	bone	15	644	cʉ́ehʉ	c ʉ́ e h ʉ	645	
292	Nias	bone	15	-644	tõla	t õ l a	1319	
293	Central Amis	bone	15	22	ukak	u k a k	1319	
294	Central Amis	bone	15	22	okak	o k a k	1319	
295	Central Amis	bone	15	22	ukak	u k a k	1319	
296	Banoni	bone	15	2609	sipana	s i p a n a	1319	
297	Singhi	bone	15	644	turaŋ	t u r a ŋ	1319	
298	Banggi	bone	15	644	tulagn	t u l a g n	1319	
299	Maloh	intestines	16	723	parut	p a r u t	1234	
300	Merina (Malagasy)	intestines	16	524	tsinaj	t s i n a j	1285	
301	Thao	intestines	16	1168	rumrum	r u m r u m	304	
302	Palauan	intestines	16	-524	delacʰ	d e l a cʰ	1285	
303	Tunjung	intestines	16	-524	usiʔ#ŋaiʔ	u s i ʔ # ŋ a i ʔ	220	
304	Bare'e	intestines	16	1487	wajaː#ntaʔi	w a j aː # n t a ʔ i	1354	
305	Iban	intestines	16	723	perut	p e r u t	1234	
306	Berawan (Long Terawan)	intestines	16	524	tənaiʔ	t ə n a i ʔ	1285	
307	Hanunoo	intestines	16	605	bitukaʔ	b i t u k a ʔ	764	
308	Hanunoo	intestines	16	605	punaʔ	p u n a ʔ	1285	
309	Wuna	intestines	16	1861	ihi#no#tagʰi	i h i # n o # t a gʰ i	1285	
310	Tetum	intestines	16	1884	te#oan	t e # o a n	1285	
311	Mailu	intestines	16	524	sinae	s i n a e	1285	
312	Tsou	intestines	16	2104	soeu	s o e u	1045	
313	Nias	intestines	16	605	betuʔa	b e t u ʔ a	764	
314	Nias	intestines	16	605	riʔi	r i ʔ i	180	
315	Central Amis	intestines	16	524	tinaiq	t i n a i q	1285	
316	Central Amis	intestines	16	524	tinaiʕ	t i n a i ʕ	1285	
317	Banoni	intestines	16	333	kore	k o r e	467	
318	Maloh	liver	17	297	até	a t é	1396	
319	Merina (Malagasy)	liver	17	297	atj	a t j	1396	
320	Thao	liver	17	170	rishi	r i s h i	1396	
321	Palauan	liver	17	-297	cʰad	cʰ a d	1396	
322	Tunjung	liver	17	1406	limpa	l i m p a	1030	
323	Bare'e	liver	17	297	ate	a t e	1396	
324	Iban	liver	17	297	atau	a t a u	1396	
325	Berawan (Long Terawan)	liver	17	297	ataj	a t a j	1396	
326	Moken	liver	17	297	kataj	k a t a j	1396	
327	Hanunoo	liver	17	297	ataj	a t a j	1396	
328	Wuna	liver	17	297	gʰete	gʰ e t e	1396	
329	Tetum	liver	17	297	aten	a t e n	1396	
330	Mailu	liver	17	1943	arame	a r a m e	1396	
331	Tsou	liver	17	2105	hʔonu	h ʔ o n u	534	
332	Nias	liver	17	297	ate	a t e	1396	
333	Central Amis	liver	17	297	ataj	a t a j	1396	
334	Central Amis	liver	17	297	ʕataj	ʕ a t a j	1396	
335	Banoni	liver	17	297	date	d a t e	1396	
336	Singhi	liver	17	297	atin	a t i n	1396	
337	Banggi	liver	17	297	ati	a t i	1396	
338	Maloh	breast	18	331	susu	s u s u	1375	
339	Merina (Malagasy)	breast	18	205	nono	n o n o	1375	
340	Thao	breast	18	331	tutu	t u t u	1375	
341	Palauan	breast	18	331	tut	t u t	1375	
342	Tunjung	breast	18	1407	tosoq	t o s o q	1375	
343	Bare'e	breast	18	331	susu	s u s u	1375	
344	Iban	breast	18	331	tusu	t u s u	1375	
345	Berawan (Long Terawan)	breast	18	300	iteʔ	i t e ʔ	1375	
346	Moken	breast	18	755	dadaʔ	d a d a ʔ	53	
347	Hanunoo	breast	18	331	susu	s u s u	1375	
348	Wuna	breast	18	300	titi	t i t i	1375	
349	Tetum	breast	18	331	susun	s u s u n	1375	
350	Mailu	breast	18	1944	hama	h a m a	8	
351	Tsou	breast	18	205	nunʔu	n u n ʔ u	1375	
352	Nias	breast	18	331	fosu	f o s u	1375	
353	Nias	breast	18	331	susu	s u s u	1375	
354	Central Amis	breast	18	2341	faluhaŋ	f a l u h a ŋ	763	
355	Central Amis	breast	18	2342	falohaŋ	f a l o h a ŋ	650	
356	Central Amis	breast	18	331	cucu	c u c u	1375	
357	Chamorro	breast	18	331	susu	s u s u	1375	
358	Banoni	breast	18	331	su	s u	1375	
359	Banggi	breast	18	759	dudu	d u d u	1375	
360	Maloh	shoulder	19	419	babaŋ	b a b a ŋ	1460	
361	Merina (Malagasy)	shoulder	19	1059	soroka	s o r o k a	830	
362	Thao	shoulder	19	102	qalhafa	q a l h a f a	1460	
363	Palauan	shoulder	19	1261	oŋeluŋel	o ŋ e l u ŋ e l	744	
364	Tunjung	shoulder	19	1408	bahuq	b a h u q	1460	
365	Bare'e	shoulder	19	102	awaː	a w aː	1500	
366	Iban	shoulder	19	295	bau	b a u	1460	
367	Berawan (Long Terawan)	shoulder	19	-102	bikih	b i k i h	1460	
368	Hanunoo	shoulder	19	1802	labaj	l a b a j	1460	
369	Wuna	shoulder	19	-102	gʰofea	gʰ o f e a	513	
370	Tetum	shoulder	19	-135	baːs	b aː s	733	
371	Mailu	shoulder	19	1945	gabi	g a b i	743	
372	Tsou	shoulder	19	2106	eiʔsi	e i ʔ s i	1182	
373	Nias	shoulder	19	2231	alisi	a l i s i	1182	
374	Central Amis	shoulder	19	102	afala	a f a l a	1460	
375	Central Amis	shoulder	19	102	ʔafala	ʔ a f a l a	1460	
376	Chamorro	shoulder	19	102	apaga	a p a g a	1460	
377	Banoni	shoulder	19	2610	dzaneko	d z a n e k o	308	
378	Singhi	shoulder	19	781	papi	p a p i	743	
379	Banggi	shoulder	19	2846	owu	o w u	1460	
380	Maloh	to know, be knowledgeable	20	-137	tamu	t a m u	1082	
381	Merina (Malagasy)	to know, be knowledgeable	20	1060	mahalala	m a h a l a l a	1082	
382	Thao	to know, be knowledgeable	20	631	mafazaq	m a f a z a q	1082	
383	Palauan	to know, be knowledgeable	20	1262	meducʰ	m e d u cʰ	1082	
384	Tunjung	to know, be knowledgeable	20	1409	togaʔ	t o g a ʔ	649	
385	Bare'e	to know, be knowledgeable	20	1488	inca	i n c a	1188	
386	Iban	to know, be knowledgeable	20	137	tauʔ	t a u ʔ	1082	
387	Iban	to know, be knowledgeable	20	1559	temu	t e m u	1082	
388	Berawan (Long Terawan)	to know, be knowledgeable	20	1634	ninʲon	n i nʲ o n	261	
389	Moken	to know, be knowledgeable	20	1708	nʲədan	nʲ ə d a n	1082	
390	Hanunoo	to know, be knowledgeable	20	137	taʔu	t a ʔ u	1082	
391	Wuna	to know, be knowledgeable	20	204	pandehao	p a n d e h a o	1122	
392	Tetum	to know, be knowledgeable	20	655	hatana	h a t a n a	1082	
393	Mailu	to know, be knowledgeable	20	793	ribariba	r i b a r i b a	919	
394	Mailu	to know, be knowledgeable	20	1946	vegarai	v e g a r a i	1059	
395	Tsou	to know, be knowledgeable	20	271	bocʰio	b o cʰ i o	344	
396	Nias	to know, be knowledgeable	20	2232	ila	i l a	1188	
397	Central Amis	to know, be knowledgeable	20	631	mafanaq	m a f a n a q	1082	
398	Central Amis	to know, be knowledgeable	20	631	mafanaʔ	m a f a n a ʔ	1082	
399	Banoni	to know, be knowledgeable	20	2611	kuki	k u k i	75	
400	Banoni	to know, be knowledgeable	20	2612	vonogu	v o n o g u	420	
401	Singhi	to know, be knowledgeable	20	2750	puan	p u a n	49	
402	Banggi	to know, be knowledgeable	20	2847	fandi	f a n d i	886	
403	Merina (Malagasy)	to think	21	1061	mihévitra	m i h é v i t r a	1239	
404	Thao	to think	21	1169	maŋqtu	m a ŋ q t u	1163	
405	Palauan	to think	21	1263	omdasu	o m d a s u	698	
406	Bare'e	to think	21	1489	monawa	m o n a w a	506	
407	Iban	to think	21	1560	rundiŋ	r u n d i ŋ	983	
408	Moken	to think	21	565	məkʰit	m ə kʰ i t	1229	
409	Hanunoo	to think	21	565	umisip	u m i s i p	1229	
410	Hanunoo	to think	21	565	magduman	m a g d u m a n	1229	
411	Tetum	to think	21	500	hanoʔin	h a n o ʔ i n	1229	
412	Mailu	to think	21	-752	sunaːvini	s u n aː v i n i	1331	
413	Tsou	to think	21	2107	maʔmi	m a ʔ m i	885	
414	Nias	to think	21	2233	wai	w a i	597	
415	Central Amis	to think	21	2343	miharateŋ	m i h a r a t e ŋ	397	
416	Central Amis	to think	21	2344	miharateŋ	m i h a r a t e ŋ	238	
417	Chamorro	to think	21	2520	hasːo	h a sː o	794	
418	Banoni	to think	21	2613	varekana	v a r e k a n a	923	
419	Singhi	to think	21	2751	saka#ŋasuŋ	s a k a # ŋ a s u ŋ	1305	
420	Maloh	to fear	22	787	takut	t a k u t	1422	
421	Merina (Malagasy)	to fear	22	787	tahotra	t a h o t r a	1422	
422	Thao	to fear	22	1170	shuŋkash	s h u ŋ k a s h	1496	
423	Palauan	to fear	22	787	dakt	d a k t	1422	
424	Tunjung	to fear	22	1410	bihin	b i h i n	386	
425	Bare'e	to fear	22	330	maeka	m a e k a	1422	
426	Iban	to fear	22	787	takut	t a k u t	1422	
427	Berawan (Long Terawan)	to fear	22	1635	bikaʔ	b i k a ʔ	1422	
428	Moken	to fear	22	1709	gajaːŋ	g a j aː ŋ	814	
429	Moken	to fear	22	-787	lakoːt	l a k oː t	1422	
430	Hanunoo	to fear	22	1803	dalaʔ	d a l a ʔ	1422	
431	Wuna	to fear	22	753	notehi	n o t e h i	1422	
432	Tetum	to fear	22	787	hatauk	h a t a u k	1422	
433	Mailu	to fear	22	-787	taguru	t a g u r u	1422	
434	Tsou	to fear	22	2108	skoeu	s k o e u	310	
435	Nias	to fear	22	787	taʔu	t a ʔ u	1422	
436	Central Amis	to fear	22	798	matalaw	m a t a l a w	1422	
